source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp
10,10,keys,1636147688,35,Smoking,Platinum Pickelhaube,645.55,10 keys,645.55 ref,misc,Level 1-100 Helmet,30042,2026-09-11T04:38:28+00:00
9,13,keys,1561239434,35,Smoking,Plug-In Prospector,580.995,9–13 keys,581.00 ref,misc,Level 1-100 Hat,30031,2026-09-11T04:38:28+00:00
54,54,keys,1633856916,35,Smoking,Plumber's Cap,3485.97,54 keys,"3,485.97 ref",misc,Level 1-100 Hat,30846,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1633657060,35,Smoking,Plumber's Pipe,548.7175,8.5 keys,548.72 ref,misc,Level 1-100 Hat,30022,2026-09-11T04:38:28+00:00
9,10,keys,1563901944,35,Smoking,Polar Bear,580.995,9–10 keys,581.00 ref,misc,Level 1-100 Hat,30964,2026-09-11T04:38:28+00:00
28,28,keys,1767720822,35,Smoking,Polar Charger,1807.54,28 keys,"1,807.54 ref",misc,Level 1-100 Hat,31507,2026-09-11T04:38:28+00:00
1300,1300,keys,1788393440,35,Smoking,Polar Pullover,83921.5,1300 keys,"83,921.50 ref",misc,Level 1-100 Hat,30329,2026-09-11T04:38:28+00:00
9,11,keys,1563748013,35,Smoking,Pom-Pommed Provocateur,580.995,9–11 keys,581.00 ref,misc,Level 1-100 Mask,30072,2026-09-11T04:38:28+00:00
19,19,keys,1711825904,35,Smoking,Pomade Prince,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hair,30428,2026-09-11T04:38:28+00:00
12,12,keys,1501128657,35,Smoking,Powdered Practitioner,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,30069,2026-09-11T04:38:28+00:00
7,7.5,keys,1606889684,35,Smoking,Prancer's Pride,451.885,7–7.5 keys,451.89 ref,misc,Level 1-100 Hat,318,2026-09-11T04:38:28+00:00
85,85,keys,1761722629,35,Smoking,Prehistoric Pullover,5487.175,85 keys,"5,487.18 ref",misc,Level 1-100 Hood,30704,2026-09-11T04:38:28+00:00
25,35,keys,1703875004,35,Smoking,Prince Tavish's Crown,1613.875,25–35 keys,"1,613.88 ref",misc,Level 1-100 Hat,342,2026-09-11T04:38:28+00:00
18,18,keys,1753191161,35,Smoking,Private Eye,1161.99,18 keys,"1,161.99 ref",misc,Level 1-100 Hat,388,2026-09-11T04:38:28+00:00
7,9.5,keys,1573356053,35,Smoking,Professional's Panama,451.885,7–9.5 keys,451.89 ref,misc,Level 1-100 Hat,109,2026-09-11T04:38:28+00:00
38,40,keys,1642669167,35,Smoking,Professional's Pom-Pom,2453.09,38–40 keys,"2,453.09 ref",misc,Level 1-100 Hat,31170,2026-09-11T04:38:28+00:00
50,50,keys,1522042556,35,Smoking,Professional's Ushanka,3227.75,50 keys,"3,227.75 ref",misc,Level 1-100 Hat,30598,2026-09-11T04:38:28+00:00
10,11,keys,1614505553,35,Smoking,Professor's Peculiarity,645.55,10–11 keys,645.55 ref,misc,Level 1-100 Hair,384,2026-09-11T04:38:28+00:00
26,37,keys,1665263409,35,Smoking,Provisions Cap,1678.43,26–37 keys,"1,678.43 ref",misc,Level 1-100 Hat,31097,2026-09-11T04:38:28+00:00
35,35,keys,1740310777,35,Smoking,Prussian Pickelhaube,2259.425,35 keys,"2,259.43 ref",misc,Level 1-100 Helmet,50,2026-09-11T04:38:28+00:00
13,13,keys,1704060092,35,Smoking,Puffy Polar Cap,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,30958,2026-09-11T04:38:28+00:00
7,8.5,keys,1533761818,35,Smoking,Pugilist's Protector,451.885,7–8.5 keys,451.89 ref,misc,Level 1-100 Headgear,246,2026-09-11T04:38:28+00:00
50,50,keys,1753599451,35,Smoking,Punk's Pomp,3227.75,50 keys,"3,227.75 ref",misc,Level 1-100 Hair,30993,2026-09-11T04:38:28+00:00
9,9,keys,1753598398,35,Smoking,Pure Tin Capotain,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,30021,2026-09-11T04:38:28+00:00
28,28,keys,1733338058,35,Smoking,Pyro's Beanie,1807.54,28 keys,"1,807.54 ref",misc,Level 1-100 Hat,51,2026-09-11T04:38:28+00:00
11,12,keys,1432402004,35,Smoking,Pyro's Boron Beanie,710.105,11–12 keys,710.11 ref,misc,Level 1-100 Hat,30040,2026-09-11T04:38:28+00:00
175,175,keys,1771993173,35,Smoking,Pyromancer's Hood,11297.125,175 keys,"11,297.13 ref",misc,Level 1-100 Hood,30580,2026-09-11T04:38:28+00:00
316,316,keys,1769346675,35,Smoking,Pyromancer's Mask,20399.38,316 keys,"20,399.38 ref",misc,Level 1-100 Mask,316,2026-09-11T04:38:28+00:00
26,26,keys,1726775753,35,Smoking,Razor Cut,1678.43,26 keys,"1,678.43 ref",misc,Level 1-100 Hat,30393,2026-09-11T04:38:28+00:00
19,19,keys,1775201747,35,Smoking,Rebel Rouser,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hat,30120,2026-09-11T04:38:28+00:00
14,14,keys,1695980171,35,Smoking,Reel Fly Hat,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,31186,2026-09-11T04:38:28+00:00
16,20,keys,1538938439,35,Smoking,Reggaelator,1032.88,16–20 keys,"1,032.88 ref",misc,Level 1-100 Hat,390,2026-09-11T04:38:28+00:00
25,25,keys,1757367935,35,Smoking,Reindoonibeanie,1613.875,25 keys,"1,613.88 ref",misc,Level 1-100 Hat,31171,2026-09-11T04:38:28+00:00
9,10,keys,1503064067,35,Smoking,Respectless Robo-Glove,580.995,9–10 keys,581.00 ref,misc,Level 1-100 Hat,30039,2026-09-11T04:38:28+00:00
12,12,keys,1726904254,35,Smoking,Respectless Rubber Glove,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,102,2026-09-11T04:38:28+00:00
10,14,keys,1711579769,35,Smoking,Rimmed Raincatcher,645.55,10–14 keys,645.55 ref,misc,Level 1-100 Hat,216,2026-09-11T04:38:28+00:00
105,105,keys,1750234518,35,Smoking,Ritzy Rick's Hair Fixative,6778.275,105 keys,"6,778.28 ref",misc,Level 1-100 Cosmetic Item,117,2026-09-11T04:38:28+00:00
34,35,keys,1747469433,35,Smoking,Rotation Sensation,2194.87,34–35 keys,"2,194.87 ref",misc,Level 1-100 Hat,30623,2026-09-11T04:38:28+00:00
10,13,keys,1607792835,35,Smoking,Runner's Warm-Up,645.55,10–13 keys,645.55 ref,misc,Level 1-100 Hat,30332,2026-09-11T04:38:28+00:00
13,17,keys,1645800297,35,Smoking,Safe'n'Sound,839.215,13–17 keys,839.22 ref,misc,Level 1-100 Hat,178,2026-09-11T04:38:28+00:00
37,40,keys,1784554549,35,Smoking,Salty Dog,2388.535,37–40 keys,"2,388.54 ref",misc,Level 10 Hat,611,2026-09-11T04:38:28+00:00
12,16,keys,1626352364,35,Smoking,Sammy Cap,774.66,12–16 keys,774.66 ref,misc,Level 1-100 Hat,30374,2026-09-11T04:38:28+00:00
20,20,keys,1724887806,35,Smoking,Samur-Eye,1291.1,20 keys,"1,291.10 ref",misc,Level 1-100 Helmet,359,2026-09-11T04:38:28+00:00
19,19,keys,1653154018,35,Smoking,SandMann's Brush,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hat,31178,2026-09-11T04:38:28+00:00
15,22,keys,1786366751,35,Smoking,Scotch Bonnet,968.325,15–22 keys,968.33 ref,misc,Level 1-100 Headgear,306,2026-09-11T04:38:28+00:00
14,18,keys,1652105963,35,Smoking,Scotsman's Stove Pipe,903.77,14–18 keys,903.77 ref,misc,Level 1-100 Hat,120,2026-09-11T04:38:28+00:00
12,12,keys,1749387676,35,Smoking,Scout Shako,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,30326,2026-09-11T04:38:28+00:00
15,15,keys,1609183668,35,Smoking,Screamin' Eagle,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,30548,2026-09-11T04:38:28+00:00
82,82,keys,1786262352,35,Smoking,Seared Sorcerer,5293.51,82 keys,"5,293.51 ref",misc,Level 1-100 Hat,31143,2026-09-11T04:38:28+00:00
20,20,keys,1667026312,35,Smoking,Semi-Tame Trapper's Hat,1291.1,20 keys,"1,291.10 ref",misc,Level 1-100 Mascot,31147,2026-09-11T04:38:28+00:00
38,38,keys,1711959251,35,Smoking,Sergeant's Drill Hat,2453.09,38 keys,"2,453.09 ref",misc,Level 1-100 Hat,183,2026-09-11T04:38:28+00:00
98,124,keys,1747323798,35,Smoking,Shadow Shroud,6326.39,98–124 keys,"6,326.39 ref",misc,Level 1-100 Shroud,31473,2026-09-11T04:38:28+00:00
34,34,keys,1774460837,35,Smoking,Shellmet,2194.87,34 keys,"2,194.87 ref",misc,Level 1-100 Helmet,30897,2026-09-11T04:38:28+00:00
25,25,keys,1471923841,35,Smoking,Sheriff's Stetson,1613.875,25 keys,"1,613.88 ref",misc,Level 1-100 Hat,30634,2026-09-11T04:38:28+00:00
19,19,keys,1640380186,35,Smoking,Shoestring Santa,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hat,31169,2026-09-11T04:38:28+00:00
8,8,keys,1753860888,35,Smoking,Shooter's Sola Topi,516.44,8 keys,516.44 ref,misc,Level 1-100 Helmet,158,2026-09-11T04:38:28+00:00
10,10,keys,1707490501,35,Smoking,Shooter's Tin Topi,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30005,2026-09-11T04:38:28+00:00
12,12,keys,1711392873,35,Smoking,Shutterbug,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,31048,2026-09-11T04:38:28+00:00
75,75,keys,1772052953,35,Smoking,Siberian Facehugger,4841.625,75 keys,"4,841.63 ref",misc,Level 1-100 Hat,30588,2026-09-11T04:38:28+00:00
16,16,keys,1735875170,35,Smoking,Sinner's Shade,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,30959,2026-09-11T04:38:28+00:00
16,16,keys,1585833433,35,Smoking,Skullbrero,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,31066,2026-09-11T04:38:28+00:00
10,10,keys,1728027684,35,Smoking,Sky High Fly Guy,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30984,2026-09-11T04:38:28+00:00
14,14,keys,1499272510,35,Smoking,Slick Cut,903.77,14 keys,903.77 ref,misc,Level 1-100 Hair,30187,2026-09-11T04:38:28+00:00
48,48,keys,1711657705,35,Smoking,Slo-Poke,3098.64,48 keys,"3,098.64 ref",misc,Level 1-100 Hat,30314,2026-09-11T04:38:28+00:00
24,24,keys,1637536572,35,Smoking,Smissmas Sorcerer,1549.32,24 keys,"1,549.32 ref",misc,Level 1-100 Hat,31166,2026-09-11T04:38:28+00:00
17,17,keys,1609667187,35,Smoking,Smokey Sombrero,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30682,2026-09-11T04:38:28+00:00
36,36,keys,1569097338,35,Smoking,Smoking Skid Lid,2323.98,36 keys,"2,323.98 ref",misc,Level 1-100 Hat,30399,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1648415940,35,Smoking,Snack Stack,613.2725,9.5 keys,613.27 ref,misc,Level 1-100 Snack,31190,2026-09-11T04:38:28+00:00
19,19,keys,1784707171,35,Smoking,Sneaky Blinder,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hat,31447,2026-09-11T04:38:28+00:00
7,10,keys,1598046038,35,Smoking,Snowcapped,451.885,7–10 keys,451.89 ref,misc,Level 1-100 Hat,31028,2026-09-11T04:38:28+00:00
116,116,keys,1535160670,35,Smoking,Snowmann,7488.38,116 keys,"7,488.38 ref",misc,Level 1-100 Hat,30829,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1542273471,35,Smoking,Sober Stuntman,484.1625,7.5 keys,484.16 ref,misc,Level 1-100 Helmet,255,2026-09-11T04:38:28+00:00
12,12,keys,1727793633,35,Smoking,Soft Hard Hat,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,31331,2026-09-11T04:38:28+00:00
23,26,keys,1597977147,35,Smoking,Soldered Sensei,1484.765,23–26 keys,"1,484.77 ref",misc,Level 1-100 Hat,30004,2026-09-11T04:38:28+00:00
16,16,keys,1753431370,35,Smoking,Soldier's Slope Scopers,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,980,2026-09-11T04:38:28+00:00
290,290,keys,1740700448,35,Smoking,Soldier's Stash,18720.95,290 keys,"18,720.95 ref",misc,Level 1-100 Cosmetic Item,54,2026-09-11T04:38:28+00:00
12,12,keys,1692372972,35,Smoking,Sole Mate,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,30355,2026-09-11T04:38:28+00:00
100,100,keys,1757785313,35,Smoking,Sophisticated Smoker,6455.5,100 keys,"6,455.50 ref",misc,Level 1-100 Hat,31106,2026-09-11T04:38:28+00:00
15,15,keys,1691100804,35,Smoking,Soviet Gentleman,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,821,2026-09-11T04:38:28+00:00
8.5,9,keys,1720548055,35,Smoking,Spiky Viking,548.7175,8.5–9 keys,548.72 ref,misc,Level 1-100 Helmet,31100,2026-09-11T04:38:28+00:00
12,12,keys,1548534718,35,Smoking,Spirit of the Bombing Past,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,30807,2026-09-11T04:38:28+00:00
10,10,keys,1750609699,35,Smoking,Splitting Headache,645.55,10 keys,645.55 ref,misc,Level 1-100 Headache,31390,2026-09-11T04:38:28+00:00
50,50,keys,1786463236,35,Smoking,Spook Specs,3227.75,50 keys,"3,227.75 ref",misc,Level 1-100 Hat,30390,2026-09-11T04:38:28+00:00
10,10,keys,1724887843,35,Smoking,Spooky Head-Bouncers,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,31209,2026-09-11T04:38:28+00:00
11,13,keys,1673200465,35,Smoking,Squatter's Right,710.105,11–13 keys,710.11 ref,misc,Level 1-100 Hat,31267,2026-09-11T04:38:28+00:00
35,36,keys,1690582138,35,Smoking,Stainless Pot,2259.425,35–36 keys,"2,259.43 ref",misc,Level 1-100 Hat,98,2026-09-11T04:38:28+00:00
65,65,keys,1774896639,35,Smoking,Starboard Crusader,4196.075,65 keys,"4,196.08 ref",misc,Level 1-100 Hat,30981,2026-09-11T04:38:28+00:00
9.5,9.5,keys,1711982381,35,Smoking,Stately Steel Toe,613.2725,9.5 keys,613.27 ref,misc,Level 1-100 Hat,481,2026-09-11T04:38:28+00:00
11,11,keys,1739438093,35,Smoking,Steel Shako,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,30017,2026-09-11T04:38:28+00:00
15,15,keys,1753598230,35,Smoking,Stormin' Norman,968.325,15 keys,968.33 ref,misc,Level 1-100 Helmet,30112,2026-09-11T04:38:28+00:00
11,13,keys,1711737666,35,Smoking,Stout Shako,710.105,11–13 keys,710.11 ref,misc,Level 1-100 Hat,251,2026-09-11T04:38:28+00:00
23,23,keys,1762438682,35,Smoking,Strigoi Stare,1484.765,23 keys,"1,484.77 ref",misc,Level 1-100 Hat,31482,2026-09-11T04:38:28+00:00
13,13,keys,1743670020,35,Smoking,Strontium Stove Pipe,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,30037,2026-09-11T04:38:28+00:00
17,17,keys,1722272191,35,Smoking,Sultan's Ceremonial,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,403,2026-09-11T04:38:28+00:00
29,29,keys,1709653987,35,Smoking,Surgeon's Stahlhelm,1872.095,29 keys,"1,872.10 ref",misc,Level 10 Helmet,616,2026-09-11T04:38:28+00:00
8,12,keys,1573848863,35,Smoking,Swagman's Swatter,516.44,8–12 keys,516.44 ref,misc,Level 10 Hat,626,2026-09-11T04:38:28+00:00
12,12,keys,1647655630,35,Smoking,Tam O' Shanter,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,480,2026-09-11T04:38:28+00:00
12,12,keys,1676716079,35,Smoking,Tank Top,774.66,12 keys,774.66 ref,misc,Level 1-100 Helmet,31002,2026-09-11T04:38:28+00:00
18,20,keys,1702804195,35,Smoking,Tartan Spartan,1161.99,18–20 keys,"1,161.99 ref",misc,Level 1-100 Helmet,30106,2026-09-11T04:38:28+00:00
17,17,keys,1697655425,35,Smoking,Tartan Tyrolean,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30334,2026-09-11T04:38:28+00:00
14,14,keys,1743275199,35,Smoking,Tavish DeGroot Experience,903.77,14 keys,903.77 ref,misc,Level 10 Hat,604,2026-09-11T04:38:28+00:00
111,111,keys,1711651323,35,Smoking,Team Captain,7165.605,111 keys,"7,165.61 ref",misc,Level 1-100 Hat,378,2026-09-11T04:38:28+00:00
26,30,keys,1466045898,35,Smoking,Teutonic Toque,1678.43,26–30 keys,"1,678.43 ref",misc,Level 1-100 Hat,30351,2026-09-11T04:38:28+00:00
70,70,keys,1720123694,35,Smoking,Texas Slim's Dome Shine,4518.85,70 keys,"4,518.85 ref",misc,Level 1-100 Cosmetic Item,118,2026-09-11T04:38:28+00:00
37,51,keys,1787052305,35,Smoking,Texas Ten Gallon,2388.535,37–51 keys,"2,388.54 ref",misc,Level 1-100 Hat,94,2026-09-11T04:38:28+00:00
16,16,keys,1640969110,35,Smoking,Texas Tin-Gallon,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,30044,2026-09-11T04:38:28+00:00
12,13,keys,1584263788,35,Smoking,Thirst Blood,774.66,12–13 keys,774.66 ref,misc,Level 1-100 Hair,30479,2026-09-11T04:38:28+00:00
27,27,keys,1739563214,35,Smoking,Thousand-Yard Stare,1742.985,27 keys,"1,742.99 ref",misc,Level 1-100 Hat,31200,2026-09-11T04:38:28+00:00
9,14,keys,1727982271,35,Smoking,Throttlehead,580.995,9–14 keys,581.00 ref,misc,Level 1-100 Hat,31282,2026-09-11T04:38:28+00:00
9,9,keys,1738800021,35,Smoking,Thunder Dome,580.995,9 keys,581.00 ref,misc,Level 1-100 Helmet,31391,2026-09-11T04:38:28+00:00
11,11,keys,1598201502,35,Smoking,Timeless Topper,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,30035,2026-09-11T04:38:28+00:00
15,15,keys,1753820561,35,Smoking,Tipped Lid,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,30425,2026-09-11T04:38:28+00:00
11,12,keys,1494812267,35,Smoking,Tippler's Tricorne,710.105,11–12 keys,710.11 ref,misc,Level 1-100 Hat,179,2026-09-11T04:38:28+00:00
11,13,keys,1639869696,35,Smoking,Titanium Tyrolean,710.105,11–13 keys,710.11 ref,misc,Level 1-100 Hat,30045,2026-09-11T04:38:28+00:00
8,9,keys,1566161972,35,Smoking,Tough Guy's Toque,516.44,8–9 keys,516.44 ref,misc,Level 1-100 Hat,97,2026-09-11T04:38:28+00:00
16,19,keys,1589752082,35,Smoking,Tough Stuff Muffs,1032.88,16–19 keys,"1,032.88 ref",misc,Level 1-100 Hat,984,2026-09-11T04:38:28+00:00
15,17,keys,1699785403,35,Smoking,Towering Pillar of Hats,968.325,15–17 keys,968.33 ref,misc,Level 1-100 Hat,135,2026-09-11T04:38:28+00:00
10,14,keys,1594616331,35,Smoking,Towering Titanium Pillar of Hats,645.55,10–14 keys,645.55 ref,misc,Level 1-100 Hat,30008,2026-09-11T04:38:28+00:00
7,7,keys,1787857692,35,Smoking,Toy Soldier,451.885,7 keys,451.89 ref,misc,Level 1-100 Hat,30316,2026-09-11T04:38:28+00:00
9,9,keys,1727084436,35,Smoking,Toy Tailor,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,30327,2026-09-11T04:38:28+00:00
13,13,keys,1787809203,35,Smoking,Train of Thought,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,31254,2026-09-11T04:38:28+00:00
12,12,keys,1499175213,35,Smoking,Trash Man,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,30346,2026-09-11T04:38:28+00:00
13,13,keys,1679136191,35,Smoking,Trencher's Topper,839.215,13 keys,839.22 ref,misc,Level 1-100 Helmet,30336,2026-09-11T04:38:28+00:00
16,16,keys,1738512408,35,Smoking,Triboniophorus Gentlemannus,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,31470,2026-09-11T04:38:28+00:00
15,15,keys,1711825872,35,Smoking,Triboniophorus Tyrannus,968.325,15 keys,968.33 ref,misc,Level 1-100 Mascot,151,2026-09-11T04:38:28+00:00
32,32,keys,1753819145,35,Smoking,Trophy Belt,2065.76,32 keys,"2,065.76 ref",misc,Level 1-100 Hat,53,2026-09-11T04:38:28+00:00
23,23,keys,1666014698,35,Smoking,Troublemaker's Tossle Cap,1484.765,23 keys,"1,484.77 ref",misc,Level 1-100 Hat,150,2026-09-11T04:38:28+00:00
11,14,keys,1608440844,35,Smoking,Trucker's Topper,710.105,11–14 keys,710.11 ref,misc,Level 1-100 Hat,30930,2026-09-11T04:38:28+00:00
10,10,keys,1535408514,35,Smoking,Tsarboosh,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30081,2026-09-11T04:38:28+00:00
24,24,keys,1679821904,35,Smoking,Tundra Top,1549.32,24 keys,"1,549.32 ref",misc,Level 1-100 Hat,30976,2026-09-11T04:38:28+00:00
10,10,keys,1712077857,35,Smoking,Tungsten Toque,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30049,2026-09-11T04:38:28+00:00
16,16,keys,1748764266,35,Smoking,Twisted Topper,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,31211,2026-09-11T04:38:28+00:00
41,41,keys,1759629526,35,Smoking,Tyrant's Helm,2646.755,41 keys,"2,646.76 ref",misc,Level 1-100 Helmet,99,2026-09-11T04:38:28+00:00
16,17,keys,1753444489,35,Smoking,Tyrantium Helmet,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Helmet,30014,2026-09-11T04:38:28+00:00
9,12,keys,1716286618,35,Smoking,Undercover Brolly,580.995,9–12 keys,581.00 ref,misc,Level 1-100 Hat,31262,2026-09-11T04:38:28+00:00
8.5,11,keys,1594642402,35,Smoking,Universal Translator,548.7175,8.5–11 keys,548.72 ref,misc,Level 1-100 Hat,30658,2026-09-11T04:38:28+00:00
17,19,keys,1428253443,35,Smoking,Valhalla Helm,1097.435,17–19 keys,"1,097.44 ref",misc,Level 1-100 Helmet,30586,2026-09-11T04:38:28+00:00
8.5,9.5,keys,1635711011,35,Smoking,Valley Forge,548.7175,8.5–9.5 keys,548.72 ref,misc,Level 1-100 Hat,30114,2026-09-11T04:38:28+00:00
17,19,keys,1711579736,35,Smoking,Vampire Vanquisher,1097.435,17–19 keys,"1,097.44 ref",misc,Level 1-100 Hat,31003,2026-09-11T04:38:28+00:00
18,21,keys,1786296858,35,Smoking,Vaudeville Visor,1161.99,18–21 keys,"1,161.99 ref",misc,Level 1-100 Helmet,31461,2026-09-11T04:38:28+00:00
37,37,keys,1757785861,35,Smoking,Victorian Villainy,2388.535,37 keys,"2,388.54 ref",misc,Level 1-100 Hair,31300,2026-09-11T04:38:28+00:00
385,444,keys,1762849248,35,Smoking,Villain's Veil,24853.675,385–444 keys,"24,853.68 ref",misc,Level 1-100 Bandana,393,2026-09-11T04:38:28+00:00
20,20,keys,1760690100,35,Smoking,Vintage Merryweather,1291.1,20 keys,"1,291.10 ref",misc,Level 1-100 Helmet,182,2026-09-11T04:38:28+00:00
13,13,keys,1624781948,35,Smoking,Vintage Tyrolean,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,101,2026-09-11T04:38:28+00:00
15,15,keys,1706871315,35,Smoking,Virtual Reality Headset,968.325,15 keys,968.33 ref,misc,Level 10 Headset,628,2026-09-11T04:38:28+00:00
850,850,keys,1787063614,35,Smoking,Virtual Viewfinder,54871.75,850 keys,"54,871.75 ref",misc,Level 1-100 Headset,30140,2026-09-11T04:38:28+00:00
17,17,keys,1627511274,35,Smoking,Virus Doctor,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30043,2026-09-11T04:38:28+00:00
24,24,keys,1727734672,35,Smoking,Vive la France,1549.32,24 keys,"1,549.32 ref",misc,Level 1-100 Hat,30422,2026-09-11T04:38:28+00:00
10,10,keys,1517764566,35,Smoking,Voodoo JuJu (Slight Return),645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,935,2026-09-11T04:38:28+00:00
20,20,keys,1623485934,35,Smoking,Voodoo Vizier,1291.1,20 keys,"1,291.10 ref",misc,Level 1-100 Hat,31072,2026-09-11T04:38:28+00:00
14,14,keys,1759689238,35,Smoking,Wanderer's Wool,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,31419,2026-09-11T04:38:28+00:00
260,260,keys,1772130466,35,Smoking,Wandering Wraith,16784.3,260 keys,"16,784.30 ref",misc,Level 1-100 Hat,31221,2026-09-11T04:38:28+00:00
44,44,keys,1583125873,35,Smoking,War Pig,2840.42,44 keys,"2,840.42 ref",misc,Level 1-100 Headgear,829,2026-09-11T04:38:28+00:00
16,17,keys,1753861344,35,Smoking,Warhood,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Hood,30866,2026-09-11T04:38:28+00:00
9,9,keys,1544119241,35,Smoking,Waxy Wayfinder,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,753,2026-09-11T04:38:28+00:00
21,22,keys,1598255275,35,Smoking,Well-Rounded Rifleman,1355.655,21–22 keys,"1,355.66 ref",misc,Level 1-100 Hat,30067,2026-09-11T04:38:28+00:00
12,14,keys,1562339510,35,Smoking,Western Wear,774.66,12–14 keys,774.66 ref,misc,Level 1-100 Hat,379,2026-09-11T04:38:28+00:00
13,13,keys,1689893717,35,Smoking,Wet Works,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,30135,2026-09-11T04:38:28+00:00
80,92,keys,1762183869,35,Smoking,Whirly Warrior,5164.4,80–92 keys,"5,164.40 ref",misc,Level 1-100 Helmet,30118,2026-09-11T04:38:28+00:00
12,12,keys,1567708913,35,Smoking,White Russian,774.66,12 keys,774.66 ref,misc,Level 1-100 Hair,30644,2026-09-11T04:38:28+00:00
10,10,keys,1749164952,35,Smoking,Whoopee Cap,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,174,2026-09-11T04:38:28+00:00
17,17,keys,1693474249,35,Smoking,Wing Mann,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30809,2026-09-11T04:38:28+00:00
19,22,keys,1646071959,35,Smoking,Winter Woodsman,1226.545,19–22 keys,"1,226.55 ref",misc,Level 1-100 Hat,30549,2026-09-11T04:38:28+00:00
37,49,keys,1754285514,35,Smoking,Wraith Wrap,2388.535,37–49 keys,"2,388.54 ref",misc,Level 1-100 Apparel,937,2026-09-11T04:38:28+00:00
11,12,keys,1641839811,35,Smoking,Ye Oiled Baker Boy,710.105,11–12 keys,710.11 ref,misc,Level 1-100 Hat,30019,2026-09-11T04:38:28+00:00
